Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Audience,Mois,Nom Ad Set,Nom Campagne,Statut,Date de lancement,Personnes touchées,Impressions,Fréquence,Clics,Conversions (achats),Budget dépensé (€),Revenu estimé (€),ROAS,CPM (€),Coût par clic (€),Taux de clic (%),Coût par conversion (€),Taux de conversion (%),Hook rate (%),Panier moyen (€),Lien aperçu,ID Ad Set,ID Annonce
AG1_Chloe_Clean_Motion-Vidéo_Énergie_V3,AG1 Powder,Chloe_Clean,Motion/Vidéo,Énergie,Témoignage,Large,Août 2025,AG1 Powder - Chloe Clean - Août 2025,AG1 - Scale - AG1 Powder,Arrêtée,20/08/2025,597569,1816443,3.04,9616,18,5194.9,2096.1,0.4,2.86,0.54,0.53,288.61,24.02,17.5,116.45,https://facebook.com/ads/preview/AD-85609,AD-36077,AD-85609
AG1_Chloe_Clean_UGC_Immunité_V5,AG1 Powder,Chloe_Clean,UGC,Immunité,Explication science,Large,Août 2025,AG1 Powder - Chloe Clean - Août 2025,AG1 - Scale - AG1 Powder,Archivée,22/08/2025,93742,216911,2.31,1668,101,4436.24,8943.55,2.02,20.45,2.66,0.77,43.92,5.94,33.9,88.55,https://facebook.com/ads/preview/AD-57219,AD-95524,AD-57219
AG1_Chloe_Clean_Motion-Vidéo_Lifestyle_V2,AG1 Powder,Chloe_Clean,Motion/Vidéo,Lifestyle,Test goût,Large,Juillet 2025,AG1 Powder - Chloe Clean - Juillet 2025,AG1 - Test créa - AG1 Powder,Arrêtée,11/07/2025,503649,817027,1.62,6620,672,12134.74,60903.36,5.02,14.85,1.83,0.81,18.06,7.52,12.9,90.63,https://facebook.com/ads/preview/AD-21704,AD-95778,AD-21704
AG1_Chloe_Clean_Podcast_Science_V2,AG1 Powder,Chloe_Clean,Podcast,Science,Morning Ritual,Large,Juillet 2025,AG1 Powder - Chloe Clean - Juillet 2025,AG1 - Prospection - AG1 Powder,Archivée,01/07/2025,7180,7290,1.02,22,121,3207.95,13046.22,4.07,440.05,145.82,0.3,26.51,18.18,14.9,107.82,https://facebook.com/ads/preview/AD-66446,AD-75193,AD-66446
AG1_Chloe_Clean_UGC_Busy-Pro_V4,AG1 Powder,Chloe_Clean,UGC,Busy Pro,Comparatif,Large,Juillet 2025,AG1 Powder - Chloe Clean - Juillet 2025,AG1 - Prospection - AG1 Powder,En pause,17/07/2025,87044,230771,2.65,1561,187,10221.11,17447.1,1.71,44.29,6.55,0.68,54.66,17.94,29.3,93.3,https://facebook.com/ads/preview/AD-20237,AD-57419,AD-20237
AG1_Chloe_Clean_UGC_Lifestyle_V4,AG1 Powder,Chloe_Clean,UGC,Lifestyle,Morning Ritual,Large,Juillet 2025,AG1 Powder - Chloe Clean - Juillet 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,10/07/2025,513660,954856,1.86,4138,42,2603.94,4525.08,1.74,2.73,0.63,0.43,62.0,7.61,10.2,107.74,https://facebook.com/ads/preview/AD-71727,AD-62096,AD-71727
AG1_Chloe_Clean_UGC_Routine-matinale_V2,AG1 Powder,Chloe_Clean,UGC,Routine matinale,Avant/Après,Large,Juillet 2025,AG1 Powder - Chloe Clean - Juillet 2025,AG1 - Test créa - AG1 Powder,En pause,01/07/2025,55333,121335,2.19,696,595,8958.53,62409.55,6.97,73.83,12.87,0.57,15.06,13.22,14.8,104.89,https://facebook.com/ads/preview/AD-25014,AD-99166,AD-25014
AG1_Chloe_Clean_UGC_Énergie_V5,AG1 Powder,Chloe_Clean,UGC,Énergie,Test goût,Large,Juillet 2025,AG1 Powder - Chloe Clean - Juillet 2025,AG1 - Acquisition - AG1 Powder,En ligne,10/07/2025,379761,584507,1.54,5006,13,2205.66,1225.64,0.56,3.77,0.44,0.86,169.67,6.39,30.2,94.28,https://facebook.com/ads/preview/AD-83919,AD-31292,AD-83919
AG1_Chloe_Clean_Motion-Vidéo_Lifestyle_V3,AG1 Powder,Chloe_Clean,Motion/Vidéo,Lifestyle,Test goût,Large,Novembre 2025,AG1 Powder - Chloe Clean - Novembre 2025,AG1 - Test créa - AG1 Powder,En ligne,04/11/2025,349714,1177807,3.37,5043,84,4258.66,8295.84,1.95,3.62,0.84,0.43,50.7,33.97,16.9,98.76,https://facebook.com/ads/preview/AD-12135,AD-83064,AD-12135
AG1_Chloe_Clean_Motion-Vidéo_Routine-matinale_V5,AG1 Powder,Chloe_Clean,Motion/Vidéo,Routine matinale,Challenge,Large,Novembre 2025,AG1 Powder - Chloe Clean - Novembre 2025,AG1 - Acquisition - AG1 Powder,Archivée,07/11/2025,59058,113929,1.93,424,20,338.94,2256.4,6.66,2.98,0.8,0.37,16.95,36.56,34.9,112.82,https://facebook.com/ads/preview/AD-15156,AD-68412,AD-15156
AG1_Chloe_Clean_Témoignage_Voyage_V1,AG1 Powder,Chloe_Clean,Témoignage,Voyage,Challenge,Large,Novembre 2025,AG1 Powder - Chloe Clean - Novembre 2025,AG1 - Test créa - AG1 Powder,Archivée,08/11/2025,34221,82528,2.41,624,104,2877.83,10632.96,3.69,34.87,4.61,0.76,27.67,12.66,—,102.24,https://facebook.com/ads/preview/AD-19499,AD-21094,AD-19499
AG1_Chloe_Clean_UGC_Lifestyle_V1,AG1 Powder,Chloe_Clean,UGC,Lifestyle,Comparatif,Large,Novembre 2025,AG1 Powder - Chloe Clean - Novembre 2025,AG1 - Test créa - AG1 Powder,En pause,04/11/2025,5539,11897,2.15,74,89,4954.95,8439.87,1.7,416.49,66.96,0.62,55.67,17.57,10.7,94.83,https://facebook.com/ads/preview/AD-47146,AD-15598,AD-47146
AG1_Chloe_Clean_Image statique_Promo_V4,AG1 Powder,Chloe_Clean,Image statique,Promo,Morning Ritual,Large,Octobre 2025,AG1 Powder - Chloe Clean - Octobre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,11/10/2025,162634,609979,3.75,2590,34,4196.97,3100.8,0.74,6.88,1.62,0.42,123.44,8.19,—,91.2,https://facebook.com/ads/preview/AD-80161,AD-49779,AD-80161
AG1_Chloe_Clean_Motion-Vidéo_Promo_V2,AG1 Powder,Chloe_Clean,Motion/Vidéo,Promo,Témoignage,Large,Octobre 2025,AG1 Powder - Chloe Clean - Octobre 2025,AG1 - Acquisition - AG1 Powder,En ligne,13/10/2025,668992,1737735,2.6,11858,631,6247.92,73839.62,11.82,3.6,0.53,0.68,9.9,6.51,28.2,117.02,https://facebook.com/ads/preview/AD-29456,AD-23051,AD-29456
AG1_Chloe_Clean_Podcast_Routine-matinale_V5,AG1 Powder,Chloe_Clean,Podcast,Routine matinale,Comparatif,Large,Octobre 2025,AG1 Powder - Chloe Clean - Octobre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,09/10/2025,165561,539381,3.26,3679,128,7389.56,15038.72,2.04,13.7,2.01,0.68,57.73,5.82,32.1,117.49,https://facebook.com/ads/preview/AD-68914,AD-18772,AD-68914
AG1_Chloe_Clean_UGC_Immunité_V5,AG1 Powder,Chloe_Clean,UGC,Immunité,Challenge,Large,Octobre 2025,AG1 Powder - Chloe Clean - Octobre 2025,AG1 - Test créa - AG1 Powder,En pause,16/10/2025,37212,59782,1.61,302,325,7895.64,38587.25,4.89,132.07,26.14,0.51,24.29,25.83,23.8,118.73,https://facebook.com/ads/preview/AD-75481,AD-28883,AD-75481
AG1_Chloe_Clean_UGC_Sport_V1,AG1 Powder,Chloe_Clean,UGC,Sport,Avant/Après,Large,Octobre 2025,AG1 Powder - Chloe Clean - Octobre 2025,AG1 - Test créa - AG1 Powder,En ligne,23/10/2025,684604,1990093,2.91,15107,330,5531.8,32498.4,5.87,2.78,0.37,0.76,16.76,10.88,8.6,98.48,https://facebook.com/ads/preview/AD-93208,AD-58272,AD-93208
AG1_Chloe_Clean_Image statique_Immunité_V3,AG1 Powder,Chloe_Clean,Image statique,Immunité,Une journée avec moi,Large,Septembre 2025,AG1 Powder - Chloe Clean - Septembre 2025,AG1 - Acquisition - AG1 Powder,En ligne,06/09/2025,398290,1493457,3.75,8657,15,240.39,1363.95,5.67,0.16,0.03,0.58,16.03,8.11,—,90.93,https://facebook.com/ads/preview/AD-20089,AD-44581,AD-20089
AG1_Chloe_Clean_Image statique_Routine-matinale_V5,AG1 Powder,Chloe_Clean,Image statique,Routine matinale,Challenge,Large,Septembre 2025,AG1 Powder - Chloe Clean - Septembre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,07/09/2025,550028,1903593,3.46,5706,352,8009.52,38494.72,4.81,4.21,1.4,0.3,22.75,37.1,—,109.36,https://facebook.com/ads/preview/AD-65702,AD-10955,AD-65702
AG1_Chloe_Clean_Image statique_Sport_V3,AG1 Powder,Chloe_Clean,Image statique,Sport,Avant/Après,Large,Septembre 2025,AG1 Powder - Chloe Clean - Septembre 2025,AG1 - Scale - AG1 Powder,En ligne,27/09/2025,433172,1111643,2.57,3064,175,8172.62,18642.75,2.28,7.35,2.67,0.28,46.7,11.98,—,106.53,https://facebook.com/ads/preview/AD-25765,AD-24566,AD-25765
AG1_Chloe_Clean_Podcast_Lifestyle_V5,AG1 Powder,Chloe_Clean,Podcast,Lifestyle,Explication science,Large,Septembre 2025,AG1 Powder - Chloe Clean - Septembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,11/09/2025,235272,634184,2.7,5047,549,6625.95,56623.86,8.55,10.45,1.31,0.8,12.07,7.73,25.7,103.14,https://facebook.com/ads/preview/AD-34421,AD-54204,AD-34421
AG1_Chris_Endurance_Motion-Vidéo_Routine-matinale_V1,AG1 Powder,Chris_Endurance,Motion/Vidéo,Routine matinale,Challenge,Large,Août 2025,AG1 Powder - Chris Endurance - Août 2025,AG1 - Acquisition - AG1 Powder,Archivée,15/08/2025,96138,243922,2.54,1423,527,7990.27,57653.8,7.22,32.76,5.62,0.58,15.16,5.83,29.5,109.4,https://facebook.com/ads/preview/AD-41524,AD-74918,AD-41524
AG1_Chris_Endurance_Podcast_Promo_V3,AG1 Powder,Chris_Endurance,Podcast,Promo,Avant/Après,Large,Août 2025,AG1 Powder - Chris Endurance - Août 2025,AG1 - Acquisition - AG1 Powder,En pause,03/08/2025,69828,134205,1.92,530,230,3616.7,21914.4,6.06,26.95,6.82,0.39,15.72,25.47,12.3,95.28,https://facebook.com/ads/preview/AD-37294,AD-54658,AD-37294
AG1_Chris_Endurance_Podcast_Routine-matinale_V4,AG1 Powder,Chris_Endurance,Podcast,Routine matinale,Une journée avec moi,Large,Août 2025,AG1 Powder - Chris Endurance - Août 2025,AG1 - Prospection - AG1 Powder,En ligne,13/08/2025,711286,1986278,2.79,8740,759,11790.73,87550.65,7.43,5.94,1.35,0.44,15.53,26.46,23.2,115.35,https://facebook.com/ads/preview/AD-31409,AD-22972,AD-31409
AG1_Chris_Endurance_UGC_Sport_V5,AG1 Powder,Chris_Endurance,UGC,Sport,Morning Ritual,Large,Août 2025,AG1 Powder - Chris Endurance - Août 2025,AG1 - Prospection - AG1 Powder,Arrêtée,21/08/2025,427885,1222046,2.86,3762,195,1999.11,19997.25,10.0,1.64,0.53,0.31,10.25,39.9,23.1,102.55,https://facebook.com/ads/preview/AD-35703,AD-84885,AD-35703
AG1_Chris_Endurance_UGC_Busy-Pro_V1,AG1 Powder,Chris_Endurance,UGC,Busy Pro,Morning Ritual,Large,Novembre 2025,AG1 Powder - Chris Endurance - Novembre 2025,AG1 - Prospection - AG1 Powder,En ligne,18/11/2025,533895,920268,1.72,5164,35,567.38,3834.95,6.76,0.62,0.11,0.56,16.21,21.44,12.3,109.57,https://facebook.com/ads/preview/AD-84235,AD-59895,AD-84235
AG1_Chris_Endurance_UGC_Promo_V4,AG1 Powder,Chris_Endurance,UGC,Promo,Une journée avec moi,Large,Novembre 2025,AG1 Powder - Chris Endurance - Novembre 2025,AG1 - Scale - AG1 Powder,En pause,23/11/2025,34166,74557,2.18,263,1010,12757.46,97798.3,7.67,171.11,48.51,0.35,12.63,30.42,13.3,96.83,https://facebook.com/ads/preview/AD-35624,AD-80723,AD-35624
AG1_Chris_Endurance_Image statique_Promo_V5,AG1 Powder,Chris_Endurance,Image statique,Promo,Une journée avec moi,Large,Octobre 2025,AG1 Powder - Chris Endurance - Octobre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,13/10/2025,592446,2272386,3.84,15913,160,7406.81,16838.4,2.27,3.26,0.47,0.7,46.29,17.06,—,105.24,https://facebook.com/ads/preview/AD-31098,AD-16251,AD-31098
AG1_Chris_Endurance_Motion-Vidéo_Science_V4,AG1 Powder,Chris_Endurance,Motion/Vidéo,Science,Témoignage,Large,Octobre 2025,AG1 Powder - Chris Endurance - Octobre 2025,AG1 - Acquisition - AG1 Powder,En ligne,24/10/2025,631898,1041681,1.65,3105,71,11764.83,7383.29,0.63,11.29,3.79,0.3,165.7,14.81,13.6,103.99,https://facebook.com/ads/preview/AD-82593,AD-64076,AD-82593
AG1_Chris_Endurance_UGC_Lifestyle_V3,AG1 Powder,Chris_Endurance,UGC,Lifestyle,Avant/Après,Large,Octobre 2025,AG1 Powder - Chris Endurance - Octobre 2025,AG1 - Scale - AG1 Powder,Archivée,22/10/2025,95389,100650,1.06,816,119,6490.91,10242.33,1.58,64.49,7.95,0.81,54.55,12.5,11.6,86.07,https://facebook.com/ads/preview/AD-50609,AD-69259,AD-50609
AG1_Chris_Endurance_UGC_Routine-matinale_V2,AG1 Powder,Chris_Endurance,UGC,Routine matinale,Avant/Après,Large,Octobre 2025,AG1 Powder - Chris Endurance - Octobre 2025,AG1 - Acquisition - AG1 Powder,Archivée,14/10/2025,16529,21465,1.3,161,104,11566.98,10151.44,0.88,538.88,71.84,0.75,111.22,4.97,23.6,97.61,https://facebook.com/ads/preview/AD-26071,AD-63723,AD-26071
AG1_Chris_Endurance_Podcast_Sport_V4,AG1 Powder,Chris_Endurance,Podcast,Sport,Challenge,Large,Septembre 2025,AG1 Powder - Chris Endurance - Septembre 2025,AG1 - Scale - AG1 Powder,Arrêtée,11/09/2025,132994,265263,1.99,2029,69,11620.1,7724.55,0.66,43.81,5.73,0.76,168.41,10.05,17.6,111.95,https://facebook.com/ads/preview/AD-20249,AD-79558,AD-20249
AG1_Chris_Endurance_UGC_Busy-Pro_V2,AG1 Powder,Chris_Endurance,UGC,Busy Pro,Challenge,Large,Septembre 2025,AG1 Powder - Chris Endurance - Septembre 2025,AG1 - Scale - AG1 Powder,En pause,16/09/2025,55725,112827,2.02,408,76,4147.04,6687.24,1.61,36.76,10.16,0.36,54.57,9.07,15.1,87.99,https://facebook.com/ads/preview/AD-48173,AD-59359,AD-48173
AG1_Chris_Endurance_UGC_Digestion_V3,AG1 Powder,Chris_Endurance,UGC,Digestion,Test goût,Large,Septembre 2025,AG1 Powder - Chris Endurance - Septembre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,04/09/2025,555909,1237914,2.23,7141,60,9446.76,6235.2,0.66,7.63,1.32,0.58,157.45,7.32,25.8,103.92,https://facebook.com/ads/preview/AD-89958,AD-80943,AD-89958
AG1_Chris_Endurance_UGC_Immunité_V4,AG1 Powder,Chris_Endurance,UGC,Immunité,Témoignage,Large,Septembre 2025,AG1 Powder - Chris Endurance - Septembre 2025,AG1 - Acquisition - AG1 Powder,En ligne,13/09/2025,85395,185797,2.18,1806,159,4541.17,18944.85,4.17,24.44,2.51,0.97,28.56,10.3,9.6,119.15,https://facebook.com/ads/preview/AD-12470,AD-74927,AD-12470
AG1_Chris_Endurance_UGC_Science_V3,AG1 Powder,Chris_Endurance,UGC,Science,Challenge,Large,Septembre 2025,AG1 Powder - Chris Endurance - Septembre 2025,AG1 - Test créa - AG1 Powder,En ligne,17/09/2025,271943,804428,2.96,3952,6,230.4,676.98,2.94,0.29,0.06,0.49,38.4,9.72,21.7,112.83,https://facebook.com/ads/preview/AD-72517,AD-63194,AD-72517
AG1_Emma_Health_Image statique_Lifestyle_V1,AG1 Powder,Emma_Health,Image statique,Lifestyle,Témoignage,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Prospection - AG1 Powder,En pause,26/08/2025,18342,19651,1.07,76,245,14945.93,21498.75,1.44,760.57,196.66,0.39,61.0,7.89,—,87.75,https://facebook.com/ads/preview/AD-94332,AD-80851,AD-94332
AG1_Emma_Health_Podcast_Busy-Pro_V4,AG1 Powder,Emma_Health,Podcast,Busy Pro,Morning Ritual,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Scale - AG1 Powder,Archivée,12/08/2025,97748,291093,2.98,2044,113,13420.37,12911.38,0.96,46.1,6.57,0.7,118.76,13.89,22.4,114.26,https://facebook.com/ads/preview/AD-47294,AD-49216,AD-47294
AG1_Emma_Health_Podcast_Immunité_V4,AG1 Powder,Emma_Health,Podcast,Immunité,Témoignage,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Scale - AG1 Powder,Archivée,07/08/2025,20789,46948,2.26,289,962,14064.44,87609.34,6.23,299.57,48.67,0.62,14.62,5.54,14.8,91.07,https://facebook.com/ads/preview/AD-16827,AD-57241,AD-16827
AG1_Emma_Health_Podcast_Science_V5,AG1 Powder,Emma_Health,Podcast,Science,Morning Ritual,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Prospection - AG1 Powder,En ligne,25/08/2025,108639,413336,3.8,2262,158,13202.9,16466.76,1.25,31.94,5.84,0.55,83.56,12.78,33.1,104.22,https://facebook.com/ads/preview/AD-95561,AD-39716,AD-95561
AG1_Emma_Health_Podcast_Sport_V2,AG1 Powder,Emma_Health,Podcast,Sport,Témoignage,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Test créa - AG1 Powder,Arrêtée,19/08/2025,440859,561686,1.27,1847,634,8623.62,60103.2,6.97,15.35,4.67,0.33,13.6,10.67,25.0,94.8,https://facebook.com/ads/preview/AD-17328,AD-29249,AD-17328
AG1_Emma_Health_Podcast_Sport_V4,AG1 Powder,Emma_Health,Podcast,Sport,Témoignage,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Test créa - AG1 Powder,Arrêtée,02/08/2025,420396,869879,2.07,6447,597,5698.08,62326.8,10.94,6.55,0.88,0.74,9.54,13.6,28.7,104.4,https://facebook.com/ads/preview/AD-87393,AD-13689,AD-87393
AG1_Emma_Health_UGC_Lifestyle_V3,AG1 Powder,Emma_Health,UGC,Lifestyle,Test goût,Large,Août 2025,AG1 Powder - Emma Health - Août 2025,AG1 - Prospection - AG1 Powder,En ligne,27/08/2025,199809,370715,1.86,3393,27,777.33,2529.09,3.25,2.1,0.23,0.92,28.79,10.99,32.0,93.67,https://facebook.com/ads/preview/AD-10273,AD-74067,AD-10273
AG1_Emma_Health_Motion-Vidéo_Busy-Pro_V3,AG1 Powder,Emma_Health,Motion/Vidéo,Busy Pro,Avant/Après,Large,Juillet 2025,AG1 Powder - Emma Health - Juillet 2025,AG1 - Scale - AG1 Powder,Archivée,20/07/2025,34620,61141,1.77,140,457,9153.98,39073.5,4.27,149.72,65.39,0.23,20.03,37.86,15.4,85.5,https://facebook.com/ads/preview/AD-62654,AD-99235,AD-62654
AG1_Emma_Health_Podcast_Énergie_V4,AG1 Powder,Emma_Health,Podcast,Énergie,Une journée avec moi,Large,Juillet 2025,AG1 Powder - Emma Health - Juillet 2025,AG1 - Scale - AG1 Powder,Arrêtée,20/07/2025,296706,762866,2.57,4313,27,7109.69,2333.61,0.33,9.32,1.65,0.57,263.32,15.53,11.9,86.43,https://facebook.com/ads/preview/AD-27892,AD-76616,AD-27892
AG1_Emma_Health_Image statique_Routine-matinale_V2,AG1 Powder,Emma_Health,Image statique,Routine matinale,Morning Ritual,Large,Novembre 2025,AG1 Powder - Emma Health - Novembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,07/11/2025,31953,116109,3.63,290,742,10608.14,75387.2,7.11,91.36,36.58,0.25,14.3,47.59,—,101.6,https://facebook.com/ads/preview/AD-80679,AD-31141,AD-80679
AG1_Emma_Health_Motion-Vidéo_Routine-matinale_V2,AG1 Powder,Emma_Health,Motion/Vidéo,Routine matinale,Une journée avec moi,Large,Novembre 2025,AG1 Powder - Emma Health - Novembre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,10/11/2025,495239,1789161,3.61,15683,84,13463.05,8531.88,0.63,7.52,0.86,0.88,160.27,11.76,30.6,101.57,https://facebook.com/ads/preview/AD-80837,AD-79313,AD-80837
AG1_Emma_Health_Podcast_Busy-Pro_V1,AG1 Powder,Emma_Health,Podcast,Busy Pro,Morning Ritual,Large,Novembre 2025,AG1 Powder - Emma Health - Novembre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,23/11/2025,561383,1473265,2.62,8543,47,3265.93,4650.65,1.42,2.22,0.38,0.58,69.49,19.4,12.0,98.95,https://facebook.com/ads/preview/AD-32260,AD-95563,AD-32260
AG1_Emma_Health_Podcast_Routine-matinale_V5,AG1 Powder,Emma_Health,Podcast,Routine matinale,Test goût,Large,Novembre 2025,AG1 Powder - Emma Health - Novembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,19/11/2025,462378,1306652,2.83,12665,390,8639.99,33770.1,3.91,6.61,0.68,0.97,22.15,7.82,31.8,86.59,https://facebook.com/ads/preview/AD-83163,AD-87275,AD-83163
AG1_Emma_Health_UGC_Routine-matinale_V1,AG1 Powder,Emma_Health,UGC,Routine matinale,Explication science,Large,Novembre 2025,AG1 Powder - Emma Health - Novembre 2025,AG1 - Test créa - AG1 Powder,En ligne,27/11/2025,478124,1277124,2.67,9402,393,10399.26,40325.73,3.88,8.14,1.11,0.74,26.46,5.17,19.5,102.61,https://facebook.com/ads/preview/AD-67349,AD-11403,AD-67349
AG1_Emma_Health_Podcast_Lifestyle_V1,AG1 Powder,Emma_Health,Podcast,Lifestyle,Challenge,Large,Octobre 2025,AG1 Powder - Emma Health - Octobre 2025,AG1 - Scale - AG1 Powder,Arrêtée,16/10/2025,403127,761055,1.89,4435,682,8865.88,61857.4,6.98,11.65,2.0,0.58,13.0,13.96,24.6,90.7,https://facebook.com/ads/preview/AD-75535,AD-14131,AD-75535
AG1_Emma_Health_Podcast_Énergie_V1,AG1 Powder,Emma_Health,Podcast,Énergie,Témoignage,Large,Octobre 2025,AG1 Powder - Emma Health - Octobre 2025,AG1 - Test créa - AG1 Powder,En pause,27/10/2025,21531,50728,2.36,255,21,2492.57,1804.53,0.72,49.14,9.77,0.5,118.69,7.84,13.9,85.93,https://facebook.com/ads/preview/AD-97770,AD-77278,AD-97770
AG1_Emma_Health_UGC_Digestion_V5,AG1 Powder,Emma_Health,UGC,Digestion,Test goût,Large,Octobre 2025,AG1 Powder - Emma Health - Octobre 2025,AG1 - Test créa - AG1 Powder,Archivée,23/10/2025,48439,112506,2.32,931,565,12332.59,59404.1,4.82,109.62,13.25,0.83,21.83,8.92,18.1,105.14,https://facebook.com/ads/preview/AD-91922,AD-15161,AD-91922
AG1_Emma_Health_UGC_Science_V3,AG1 Powder,Emma_Health,UGC,Science,Une journée avec moi,Large,Octobre 2025,AG1 Powder - Emma Health - Octobre 2025,AG1 - Scale - AG1 Powder,Arrêtée,18/10/2025,457164,856500,1.87,8097,58,1509.18,5860.32,3.88,1.76,0.19,0.95,26.02,5.25,16.4,101.04,https://facebook.com/ads/preview/AD-18990,AD-93757,AD-18990
AG1_Emma_Health_Image statique_Digestion_V4,AG1 Powder,Emma_Health,Image statique,Digestion,Challenge,Large,Septembre 2025,AG1 Powder - Emma Health - Septembre 2025,AG1 - Test créa - AG1 Powder,Archivée,11/09/2025,12589,21541,1.71,63,693,14178.69,68267.43,4.81,658.22,225.06,0.29,20.46,28.57,—,98.51,https://facebook.com/ads/preview/AD-66861,AD-87777,AD-66861
AG1_Emma_Health_Image statique_Promo_V5,AG1 Powder,Emma_Health,Image statique,Promo,Test goût,Large,Septembre 2025,AG1 Powder - Emma Health - Septembre 2025,AG1 - Test créa - AG1 Powder,Archivée,20/09/2025,26707,31688,1.19,258,28,222.49,2571.8,11.56,7.02,0.86,0.81,7.95,3.88,—,91.85,https://facebook.com/ads/preview/AD-20324,AD-81260,AD-20324
AG1_Emma_Health_UGC_Promo_V4,AG1 Powder,Emma_Health,UGC,Promo,Une journée avec moi,Large,Septembre 2025,AG1 Powder - Emma Health - Septembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,11/09/2025,256268,332014,1.3,2924,14,3265.84,1198.96,0.37,9.84,1.12,0.88,233.27,7.05,19.0,85.64,https://facebook.com/ads/preview/AD-98472,AD-44289,AD-98472
AG1_Emma_Health_UGC_Science_V4,AG1 Powder,Emma_Health,UGC,Science,Morning Ritual,Large,Septembre 2025,AG1 Powder - Emma Health - Septembre 2025,AG1 - Scale - AG1 Powder,En pause,18/09/2025,84,92,1.1,1,117,13186.9,10236.33,0.78,143335.87,13186.9,1.09,112.71,100.0,21.6,87.49,https://facebook.com/ads/preview/AD-21272,AD-30321,AD-21272
AG1_Ethan_Fuel_Image statique_Digestion_V1,AG1 Powder,Ethan_Fuel,Image statique,Digestion,Morning Ritual,Large,Août 2025,AG1 Powder - Ethan Fuel - Août 2025,AG1 - Scale - AG1 Powder,En ligne,21/08/2025,368706,1222729,3.32,3031,36,1701.11,3089.16,1.82,1.39,0.56,0.25,47.25,59.85,—,85.81,https://facebook.com/ads/preview/AD-56461,AD-76518,AD-56461
AG1_Ethan_Fuel_Motion-Vidéo_Digestion_V3,AG1 Powder,Ethan_Fuel,Motion/Vidéo,Digestion,Avant/Après,Large,Août 2025,AG1 Powder - Ethan Fuel - Août 2025,AG1 - Prospection - AG1 Powder,En ligne,14/08/2025,172517,393886,2.28,3854,493,7513.2,43946.02,5.85,19.07,1.95,0.98,15.24,15.05,15.6,89.14,https://facebook.com/ads/preview/AD-44500,AD-47083,AD-44500
AG1_Ethan_Fuel_Podcast_Voyage_V2,AG1 Powder,Ethan_Fuel,Podcast,Voyage,Explication science,Large,Août 2025,AG1 Powder - Ethan Fuel - Août 2025,AG1 - Acquisition - AG1 Powder,En ligne,14/08/2025,709531,2002556,2.82,13693,647,10874.91,74864.37,6.88,5.43,0.79,0.68,16.81,5.92,29.3,115.71,https://facebook.com/ads/preview/AD-51482,AD-89802,AD-51482
AG1_Ethan_Fuel_UGC_Busy-Pro_V1,AG1 Powder,Ethan_Fuel,UGC,Busy Pro,Comparatif,Large,Août 2025,AG1 Powder - Ethan Fuel - Août 2025,AG1 - Test créa - AG1 Powder,Arrêtée,16/08/2025,12146,38976,3.21,132,15,193.2,1423.05,7.37,4.96,1.46,0.34,12.88,8.33,23.0,94.87,https://facebook.com/ads/preview/AD-80533,AD-61483,AD-80533
AG1_Ethan_Fuel_UGC_Énergie_V2,AG1 Powder,Ethan_Fuel,UGC,Énergie,Comparatif,Large,Août 2025,AG1 Powder - Ethan Fuel - Août 2025,AG1 - Acquisition - AG1 Powder,En ligne,05/08/2025,482637,1773553,3.67,10229,51,3348.91,5775.24,1.72,1.89,0.33,0.58,65.66,13.01,21.1,113.24,https://facebook.com/ads/preview/AD-89879,AD-38333,AD-89879
AG1_Ethan_Fuel_Image statique_Routine-matinale_V3,AG1 Powder,Ethan_Fuel,Image statique,Routine matinale,Témoignage,Large,Juillet 2025,AG1 Powder - Ethan Fuel - Juillet 2025,AG1 - Scale - AG1 Powder,En ligne,08/07/2025,367776,837563,2.28,6263,1268,12880.61,124289.36,9.65,15.38,2.06,0.75,10.16,17.53,—,98.02,https://facebook.com/ads/preview/AD-49384,AD-27614,AD-49384
